total_price,total_freight,total_items,unique_products,unique_sellers,order_month,order_day_of_week,order_hour,estimated_delivery_days,total_payment_value,max_payment_installments,payment_types_count,average_item_price,freight_ratio,items_per_seller,seller_diversity,is_weekend,is_business_hour,is_year_end,month_sin,month_cos,hour_sin,hour_cos,log_total_price,log_total_freight,items_x_price,is_late_delivery
77.97,44.52,1,1,1,9,3,17,27,264.45,1,1,77.97,0.5709888418622547,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063,4.36906803350949,3.8181517898180757,77.97,0
31.02,22.21,1,1,1,9,3,10,19,201.65,1,1,31.02,0.7159896840747905,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,-0.8660254037844387,3.4663607075685685,3.1445832202863455,31.02,0
53.29,16.84,1,1,1,8,0,17,19,137.98,1,1,53.29,0.31600675548883467,1.0,1.0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.9659258262890683,-0.25881904510252063,3.9943400479173596,2.8814431271518632,53.29,0
89.09,10.32,1,1,1,4,3,6,25,134.96,6,1,89.09,0.11583791671343585,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,4.500809170663349,2.4265710727750367,89.09,0
27.16,47.14,2,2,2,9,1,0,38,60.43,1,1,13.58,1.735640648011782,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,3.3379025312898416,3.874113432354926,54.32,0
112.33,62.61,3,3,3,7,2,13,31,57.81,1,1,37.443333333333335,0.5573755897801121,1.0,1.0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683,4.730303916744857,4.152770690690713,336.99,0
71.07,42.97,1,1,1,9,4,0,19,242.64,1,1,71.07,0.6046151681440833,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,0.0,1.0,4.27763786893635,3.7835075831927187,71.07,0
40.17,49.39,1,1,1,12,5,15,23,39.64,2,1,40.17,1.2295245207866567,1.0,1.0,1,1,1,-2.4492935982947064e-16,1.0,-0.7071067811865471,-0.7071067811865479,3.7177098357818132,3.9197927426925068,40.17,0
27.78,14.51,1,1,1,1,2,1,22,90.04,2,1,27.78,0.5223182145428366,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,3.359680701459222,2.7414849771884473,27.78,0
356.59000000000003,96.69,4,4,4,1,3,2,25,83.43,2,1,89.14750000000001,0.2711517428980061,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,5.879387078702537,4.581799199664851,1426.3600000000001,0
114.04,52.39,2,2,2,3,2,14,25,367.36,1,1,57.02,0.4594002104524728,1.0,1.0,0,1,0,1.0,6.123233995736766e-17,-0.4999999999999997,-0.8660254037844388,4.745279893972737,3.9776234625120948,228.08,0
26.52,18.71,1,1,1,4,1,9,39,79.68,1,1,26.52,0.7055052790346908,1.0,1.0,0,1,0,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,3.314913013065143,2.9811261211646287,26.52,0
59.37,23.37,1,1,1,10,4,19,16,77.4,3,1,59.37,0.39363314805457306,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.9659258262890684,0.2588190451025203,4.100492292808335,3.193352867637115,59.37,1
52.28,13.75,1,1,1,11,3,16,27,131.51,1,1,52.28,0.2630068859984698,1.0,1.0,0,1,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844385,-0.5000000000000004,3.9755610262321337,2.691243082785829,52.28,0
38.15,41.94,1,1,1,6,3,12,34,31.38,2,1,38.15,1.0993446920052425,1.0,1.0,0,1,0,1.2246467991473532e-16,-1.0,1.2246467991473532e-16,-1.0,3.667400422436812,3.759803792450635,38.15,0
218.71,36.96,2,2,2,4,3,1,28,487.04,2,1,109.355,0.16899090119336108,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.25881904510252074,0.9659258262890683,5.392308494968279,3.636532973741727,437.42,0
261.42,31.84,1,1,1,10,0,3,37,67.73,3,1,261.42,0.12179634304949888,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,5.569946273677569,3.4916472845842277,261.42,0
19.8,12.67,1,1,1,5,6,1,17,36.13,2,1,19.8,0.6398989898989899,1.0,1.0,1,0,0,0.49999999999999994,-0.8660254037844387,0.25881904510252074,0.9659258262890683,3.0349529867072724,2.6152036507358583,19.8,0
26.33,8.69,1,1,1,4,3,8,26,558.97,3,1,26.33,0.3300417774401823,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.8660254037844387,-0.4999999999999998,3.3079849999399764,2.2710944259026746,26.33,0
115.44,11.1,1,1,1,7,5,7,37,120.53,3,2,115.44,0.09615384615384616,1.0,1.0,1,0,0,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,-0.25881904510252063,4.757376118877422,2.4932054526026954,115.44,0
101.34,84.07,2,2,2,5,3,19,35,145.95,10,2,50.67,0.8295835800276297,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,-0.9659258262890684,0.2588190451025203,4.628300603376946,4.443474446987793,202.68,0
83.84,40.76,1,1,1,1,1,4,17,104.97,2,1,83.84,0.48616412213740456,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844386,0.5000000000000001,4.440767129696482,3.731938943574383,83.84,0
75.09,51.84,2,2,2,4,5,11,31,62.37,6,1,37.545,0.6903715541350379,1.0,1.0,1,1,0,0.8660254037844387,-0.4999999999999998,0.258819045102521,-0.9659258262890682,4.331916850188431,3.9672684796541247,150.18,0
21.91,47.97,1,1,1,6,4,13,28,192.02,1,1,21.91,2.189411227749886,1.0,1.0,0,1,0,1.2246467991473532e-16,-1.0,-0.2588190451025208,-0.9659258262890683,3.1315734964654043,3.891207865714226,21.91,0
56.22,11.82,1,1,1,2,1,4,43,181.38,1,1,56.22,0.21024546424759874,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,0.8660254037844386,0.5000000000000001,4.0469034876219645,2.551006451492524,56.22,0
236.4,53.57,2,2,2,6,5,0,15,86.42,6,1,118.2,0.22660744500846022,1.0,1.0,1,0,0,1.2246467991473532e-16,-1.0,0.0,1.0,5.469746482175568,3.9994842811981406,472.8,0
36.48,27.61,1,1,1,7,0,16,29,46.5,1,1,36.48,0.7568530701754387,1.0,1.0,0,1,0,-0.4999999999999997,-0.8660254037844388,-0.8660254037844385,-0.5000000000000004,3.6238074573702215,3.3537563070620187,36.48,0
141.34,57.73,2,2,2,2,2,16,26,30.43,1,1,70.67,0.40844771473043723,1.0,1.0,0,1,0,0.8660254037844386,0.5000000000000001,-0.8660254037844385,-0.5000000000000004,4.958218561871125,4.072950669534428,282.68,0
148.23,50.71,2,2,2,7,2,5,16,44.45,1,1,74.115,0.34210348782297784,1.0,1.0,0,0,0,-0.4999999999999997,-0.8660254037844388,0.9659258262890683,0.25881904510252074,5.0054887399433765,3.94565118640813,296.46,0
60.93,29.72,1,1,1,9,3,23,38,50.81,3,1,60.93,0.48777285409486293,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.25881904510252157,0.9659258262890681,4.1260047149499695,3.4249139082794713,60.93,0
183.08,18.1,2,2,2,10,0,3,39,83.51,12,1,91.54,0.09886388464059427,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,5.21537044572711,2.9496883350525844,366.16,0
46.29,36.4,1,1,1,2,5,2,35,410.07,3,1,46.29,0.786346943184273,1.0,1.0,1,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,3.8562988566557843,3.6216707044204863,46.29,0
105.51,31.17,1,1,1,8,3,5,17,25.28,2,1,105.51,0.29542223485925506,1.0,1.0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,4.6682388774550745,3.471034341250935,105.51,0
322.69,74.71,4,4,4,9,6,2,34,18.61,1,1,80.6725,0.2315225138677988,1.0,1.0,1,0,0,-1.0,-1.8369701987210297e-16,0.49999999999999994,0.8660254037844387,5.779786267653029,4.326910252115215,1290.76,0
232.88,63.13,2,2,2,10,2,1,15,16.77,1,1,116.44,0.2710838199931295,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,5.45480816330747,4.160912273160771,465.76,0
199.78,41.5,2,2,2,9,6,13,22,15.08,12,1,99.89,0.20772850135148663,1.0,1.0,1,1,0,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,5.302209781263381,3.7495040759303713,399.56,0
65.93,81.18,2,2,2,1,5,17,37,33.73,1,1,32.965,1.2313059305323828,1.0,1.0,1,1,0,0.49999999999999994,0.8660254037844387,-0.9659258262890683,-0.25881904510252063,4.203647297112551,4.408911963455264,131.86,0
180.67,79.13,3,3,3,1,2,6,27,81.07,1,1,60.22333333333333,0.43798084906182544,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,1.0,6.123233995736766e-17,5.202191854450653,4.383650315789979,542.01,0
211.39,60.290000000000006,2,2,2,9,2,9,15,562.24,10,1,105.695,0.2852074364917925,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475,5.358424207280155,4.11561669749764,422.78,0
217.6,113.68,3,3,3,6,6,3,19,15.11,1,1,72.53333333333333,0.5224264705882353,1.0,1.0,1,0,0,1.2246467991473532e-16,-1.0,0.7071067811865476,0.7071067811865476,5.387243575742438,4.742145641015169,652.8,0
41.71,7.32,1,1,1,2,4,2,31,29.69,1,1,41.71,0.1754974826180772,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,0.49999999999999994,0.8660254037844387,3.754433084853375,2.1186622548331173,41.71,0
207.87,90.41,3,3,3,9,5,6,44,120.47,10,1,69.29,0.4349352960985231,1.0,1.0,1,0,0,-1.0,-1.8369701987210297e-16,1.0,6.123233995736766e-17,5.341712048867226,4.515354881665727,623.61,0
25.2,48.42,1,1,1,12,3,22,40,13.29,1,1,25.2,1.9214285714285715,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,-0.5000000000000004,0.8660254037844384,3.265759410767051,3.900355200560464,25.2,0
227.21,123.16,4,4,4,12,1,12,39,40.49,3,1,56.8025,0.5420536067954755,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,1.2246467991473532e-16,-1.0,5.43026625767732,4.821571056434909,908.84,0
39.62,36.2,1,1,1,12,2,9,35,558.07,1,1,39.62,0.9136799596163555,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,0.7071067811865476,-0.7071067811865475,3.7042605561522386,3.616308761279101,39.62,0
288.98,11.82,1,1,1,10,2,7,15,209.74,2,1,288.98,0.040902484601010446,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9659258262890683,-0.25881904510252063,5.669811955085048,2.551006451492524,288.98,0
64.44,9.83,1,1,1,3,6,13,15,179.82,1,1,64.44,0.15254500310366234,1.0,1.0,1,1,0,1.0,6.123233995736766e-17,-0.2588190451025208,-0.9659258262890683,4.181133692294492,2.382320061012899,64.44,0
95.51,29.06,1,1,1,3,3,20,29,145.59,10,1,95.51,0.30426133389173904,1.0,1.0,0,0,0,1.0,6.123233995736766e-17,-0.8660254037844386,0.5000000000000001,4.569646629919045,3.4031953843248286,95.51,0
106.47,44.99,1,1,1,3,4,17,21,17.18,6,1,106.47,0.42256034563726874,1.0,1.0,0,1,0,1.0,6.123233995736766e-17,-0.9659258262890683,-0.25881904510252063,4.677211738853062,3.8284239815518326,106.47,0
305.4,86.75999999999999,5,5,5,9,0,16,43,953.73,1,1,61.08,0.28408644400785854,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-0.8660254037844385,-0.5000000000000004,5.724891437866436,4.474605815966974,1527.0,0
270.56,137.71,5,5,5,4,5,9,27,125.14,6,2,54.112,0.508981371969249,1.0,1.0,1,1,0,0.8660254037844387,-0.4999999999999998,0.7071067811865476,-0.7071067811865475,5.604183109433446,4.932385422775199,1352.8,0
52.98,33.86,1,1,1,1,4,7,32,83.68,10,1,52.98,0.6391090977727445,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.9659258262890683,-0.25881904510252063,3.9886136075898584,3.551340040091875,52.98,0
130.39,6.11,1,1,1,7,3,19,25,456.44,1,1,130.39,0.04685942173479562,1.0,1.0,0,0,0,-0.4999999999999997,-0.8660254037844388,-0.9659258262890684,0.2588190451025203,4.87816999965373,1.9615022438151495,130.39,0
39.22,39.56,1,1,1,12,1,20,44,111.24,1,1,39.22,1.0086690464048955,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,-0.8660254037844386,0.5000000000000001,3.6943643843445058,3.702782359282928,39.22,0
172.2,70.95,2,2,2,1,2,1,22,36.38,1,1,86.1,0.412020905923345,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.25881904510252074,0.9659258262890683,5.154446996128335,4.2759714333333765,344.4,0
357.7,132.3,4,4,4,2,6,20,35,118.88,3,1,89.425,0.36986301369863017,1.0,1.0,1,0,0,0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,5.882486384538237,4.892602227184663,1430.8,0
14.49,33.14,1,1,1,1,1,19,45,198.36,3,1,14.49,2.2870945479641134,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.9659258262890684,0.2588190451025203,2.740194654428777,3.5304697173662944,14.49,0
59.02,88.86,2,2,2,1,4,8,44,18.63,1,1,29.51,1.5055913249745847,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.8660254037844387,-0.4999999999999998,4.0946778400122215,4.498252903642014,118.04,0
50.13,40.53,1,1,1,9,3,22,27,159.06,1,1,50.13,0.8084979054458408,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,3.934371409091908,3.726416057642662,50.13,0
64.34,27.79,1,1,1,2,5,15,45,1460.67,1,1,64.34,0.4319241529375194,1.0,1.0,1,1,0,0.8660254037844386,0.5000000000000001,-0.7071067811865471,-0.7071067811865479,4.179604406172924,3.3600281046240843,64.34,0
102.68,8.78,1,1,1,10,5,3,45,115.35,1,1,102.68,0.0855083755356447,1.0,1.0,1,0,0,-0.8660254037844386,0.5000000000000001,0.7071067811865476,0.7071067811865476,4.641309232603964,2.280339484046726,102.68,0
157.88,50.26,2,2,2,2,1,5,27,187.7,12,1,78.94,0.3183430453508994,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074,5.068149200296863,3.936910720935925,315.76,0
10.48,39.4,1,1,1,10,3,11,38,198.83,1,1,10.48,3.759541984732824,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,0.258819045102521,-0.9659258262890682,2.4406063908914204,3.6988297849671046,10.48,0
27.14,23.15,1,1,1,9,1,15,16,36.33,1,1,27.14,0.8529845246868091,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-0.7071067811865471,-0.7071067811865479,3.337192051686243,3.184284380098582,27.14,0
80.22,18.11,1,1,1,8,0,14,23,62.53,1,1,80.22,0.22575417601595613,1.0,1.0,0,1,0,-0.8660254037844385,-0.5000000000000004,-0.4999999999999997,-0.8660254037844388,4.397161522258152,2.950211758252182,80.22,0
39.93,11.77,1,1,1,10,2,12,24,60.38,1,1,39.93,0.29476584022038566,1.0,1.0,0,1,0,-0.8660254037844386,0.5000000000000001,1.2246467991473532e-16,-1.0,3.7118632905043114,2.547098670044448,39.93,0
105.01,39.44,3,3,3,2,2,21,35,71.54,2,1,35.00333333333334,0.3755832777830682,1.0,1.0,0,0,0,0.8660254037844386,0.5000000000000001,-0.7071067811865477,0.7071067811865474,4.663533429285006,3.6998193941522706,315.03000000000003,0
59.64,49.77,1,1,1,10,0,20,24,171.87,1,1,59.64,0.8345070422535211,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,-0.8660254037844386,0.5000000000000001,4.104954741334116,3.927305628959303,59.64,0
115.27,21.42,1,1,1,8,6,8,24,258.19,1,1,115.27,0.1858245857551835,1.0,1.0,1,0,0,-0.8660254037844385,-0.5000000000000004,0.8660254037844387,-0.4999999999999998,4.755915072680517,3.109953417644014,115.27,0
177.11,33.96,1,1,1,4,4,22,39,123.63,1,1,177.11,0.19174524306927898,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,5.182401336950694,3.5542045507873348,177.11,0
24.79,37.11,1,1,1,2,5,23,19,294.16,1,1,24.79,1.4969745865268254,1.0,1.0,1,0,0,0.8660254037844386,0.5000000000000001,-0.25881904510252157,0.9659258262890681,3.2499868198932536,3.640476714885769,24.79,0
144.29,26.27,1,1,1,11,0,20,40,371.87,1,1,144.29,0.18206389909210619,1.0,1.0,0,0,1,-0.5000000000000004,0.8660254037844384,-0.8660254037844386,0.5000000000000001,4.978731745083247,3.305787196857497,144.29,0
14.5,27.3,1,1,1,1,0,20,44,95.15,1,1,14.5,1.8827586206896552,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,-0.8660254037844386,0.5000000000000001,2.740840023925201,3.342861804649192,14.5,0
86.1,15.21,1,1,1,12,3,1,25,140.13,12,1,86.1,0.17665505226480838,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,0.25881904510252074,0.9659258262890683,4.467056883858457,2.785628335747585,86.1,0
173.8,26.05,1,1,1,2,6,18,17,160.76,1,1,173.8,0.1498849252013809,1.0,1.0,1,1,0,0.8660254037844386,0.5000000000000001,-1.0,-1.8369701987210297e-16,5.163642463221435,3.2976870052924907,173.8,0
22.91,27.57,1,1,1,10,3,5,40,27.8,1,1,22.91,1.2034046268005238,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.9659258262890683,0.25881904510252074,3.1742967814702334,3.3523572162426816,22.91,0
79.89,19.79,1,1,1,12,5,14,37,111.56,1,1,79.89,0.24771560896232317,1.0,1.0,1,1,1,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,4.393090207029862,3.0344721018699214,79.89,0
32.33,11.01,1,1,1,11,5,10,32,127.94,1,1,32.33,0.34055057222394064,1.0,1.0,1,1,1,-0.5000000000000004,0.8660254037844384,0.49999999999999994,-0.8660254037844387,3.506457892319648,2.485739636091892,32.33,0
200.81,132.13,3,3,3,1,6,3,44,40.85,1,1,66.93666666666667,0.6579851601015886,1.0,1.0,1,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,0.7071067811865476,5.307326660705624,4.8913260944438255,602.4300000000001,0
20.9,28.85,1,1,1,1,3,3,37,77.19,3,1,20.9,1.3803827751196174,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.7071067811865476,0.7071067811865476,3.086486636822455,3.396184839838611,20.9,0
89.35,8.87,1,1,1,9,2,21,37,419.74,1,1,89.35,0.09927252378287632,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,-0.7071067811865477,0.7071067811865474,4.503691017038237,2.28949985344539,89.35,0
95.88,16.88,1,1,1,12,4,14,28,42.85,1,1,95.88,0.17605340008343762,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,-0.4999999999999997,-0.8660254037844388,4.573473099244837,2.883682769745368,95.88,0
143.79000000000002,70.3,2,2,2,4,2,6,20,64.01,1,1,71.89500000000001,0.4889074344530217,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,1.0,6.123233995736766e-17,4.975284416793331,4.26689632742025,287.58000000000004,0
19.03,29.29,1,1,1,7,6,13,41,63.26,1,1,19.03,1.539148712559117,1.0,1.0,1,1,0,-0.4999999999999997,-0.8660254037844388,-0.2588190451025208,-0.9659258262890683,2.997231149677727,3.410817625039146,19.03,0
53.98,23.99,1,1,1,10,4,1,15,192.62,3,1,53.98,0.44442386068914413,1.0,1.0,0,0,0,-0.8660254037844386,0.5000000000000001,0.25881904510252074,0.9659258262890683,4.0069694827371,3.218475744846861,53.98,0
218.26,87.43,3,3,3,12,4,10,29,50.0,2,1,72.75333333333333,0.4005772931366261,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,0.49999999999999994,-0.8660254037844387,5.390258240246394,4.482211278587644,654.78,0
245.03000000000003,83.57,2,2,2,12,3,21,26,737.04,10,1,122.51500000000001,0.34106027833326524,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,-0.7071067811865477,0.7071067811865474,5.505453479716429,4.437579593794131,490.06000000000006,0
62.66,34.79,1,1,1,9,2,17,39,541.37,1,1,62.66,0.555218640280881,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,-0.9659258262890683,-0.25881904510252063,4.1535564218539465,3.5776685247779345,62.66,0
446.71,94.56,3,3,3,9,6,13,34,132.75,3,1,148.90333333333334,0.21168095632513265,1.0,1.0,1,1,0,-1.0,-1.8369701987210297e-16,-0.2588190451025208,-0.9659258262890683,6.104145701383439,4.559754322457609,1340.1299999999999,0
75.63,10.58,1,1,1,12,0,16,16,148.67,6,1,75.63,0.13989157741636918,1.0,1.0,0,1,1,-2.4492935982947064e-16,1.0,-0.8660254037844385,-0.5000000000000004,4.3389886449823125,2.449279472144849,75.63,1
102.48,81.88,2,2,2,6,5,14,40,33.18,1,1,51.24,0.7989851678376267,1.0,1.0,1,1,0,1.2246467991473532e-16,-1.0,-0.4999999999999997,-0.8660254037844388,4.639378357317828,4.4173937785111725,204.96,0
328.15,76.44999999999999,3,3,3,3,0,9,43,378.61,10,1,109.38333333333333,0.2329727258875514,1.0,1.0,0,1,0,1.0,6.123233995736766e-17,0.7071067811865476,-0.7071067811865475,5.796513573913885,4.349632566862877,984.4499999999999,0
49.21,49.02,1,1,1,8,3,5,32,208.99,6,2,49.21,0.9961389961389961,1.0,1.0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,3.916214210046614,3.912422925449473,49.21,0
102.58,18.2,1,1,1,1,2,2,39,635.99,6,1,102.58,0.17742249951257555,1.0,1.0,0,0,0,0.49999999999999994,0.8660254037844387,0.49999999999999994,0.8660254037844387,4.640344260995746,2.954910279033736,102.58,0
224.61,45.72,2,2,2,5,4,15,42,192.24,1,1,112.305,0.20355282489648724,1.0,1.0,0,1,0,0.49999999999999994,-0.8660254037844387,-0.7071067811865471,-0.7071067811865479,5.41880784488266,3.8441723385199715,449.22,0
34.44,46.71,1,1,1,5,1,2,41,59.74,12,1,34.44,1.3562717770034844,1.0,1.0,0,0,0,0.49999999999999994,-0.8660254037844387,0.49999999999999994,0.8660254037844387,3.56784112573688,3.8651410195280156,34.44,0
76.66,12.69,1,1,1,8,0,23,39,130.99,10,1,76.66,0.16553613357683278,1.0,1.0,0,0,0,-0.8660254037844385,-0.5000000000000004,-0.25881904510252157,0.9659258262890681,4.352340324303521,2.6166656393003573,76.66,0
90.52,15.54,1,1,1,9,3,3,41,349.91,1,1,90.52,0.17167476800707027,1.0,1.0,0,0,0,-1.0,-1.8369701987210297e-16,0.7071067811865476,0.7071067811865476,4.5165575276314875,2.805781689595545,90.52,0
353.94,83.09,2,2,2,3,4,3,26,38.6,3,1,176.97,0.234757303497768,1.0,1.0,0,0,0,1.0,6.123233995736766e-17,0.7071067811865476,0.7071067811865476,5.8719487611064185,4.431887653844806,707.88,0
15.72,13.14,1,1,1,9,6,5,44,72.58,1,1,15.72,0.8358778625954199,1.0,1.0,1,0,0,-1.0,-1.8369701987210297e-16,0.9659258262890683,0.25881904510252074,2.8166056076565553,2.6490076604684267,15.72,0
179.66,99.88,3,3,3,4,3,5,38,30.98,6,1,59.88666666666666,0.5559389958811087,1.0,1.0,0,0,0,0.8660254037844387,-0.4999999999999998,0.9659258262890683,0.25881904510252074,5.1966168117216975,4.613931691656664,538.98,0
521.53,37.15,1,1,1,9,2,9,33,107.83,1,1,521.53,0.0712327191149119,1.0,1.0,0,1,0,-1.0,-1.8369701987210297e-16,0.7071067811865476,-0.7071067811865475,6.2586823984586575,3.641525757730466,521.53,0
30.89,29.4,1,1,1,10,6,10,31,66.51,2,1,30.89,0.9517643250242797,1.0,1.0,1,1,0,-0.8660254037844386,0.5000000000000001,0.49999999999999994,-0.8660254037844387,3.4622924810219664,3.414442608412176,30.89,0
65.37,11.81,1,1,1,8,0,5,25,123.65,1,1,65.37,0.18066391310998928,1.0,1.0,0,0,0,-0.8660254037844385,-0.5000000000000004,0.9659258262890683,0.25881904510252074,4.195245147157833,2.550226115908643,65.37,0
58.64,81.41,2,2,2,11,2,1,23,71.01,1,1,29.32,1.3883015006821282,1.0,1.0,0,0,1,-0.5000000000000004,0.8660254037844384,0.25881904510252074,0.9659258262890683,4.088326489896538,4.411706788775292,117.28,0
196.44,44.27,1,1,1,12,2,23,35,43.44,1,1,196.44,0.2253614335165954,1.0,1.0,0,0,1,-2.4492935982947064e-16,1.0,-0.25881904510252157,0.9659258262890681,5.285434740717023,3.8126445614478675,196.44,0
